0 	 0.853750 
1 	 0.603287 
2 	 0.769917 
3 	 0.726967 
4 	 0.832353 
5 	 0.841898 
6 	 0.518656 
7 	 0.638299 
8 	 0.714172 
9 	 0.778918 
10 	 0.664348 
11 	 0.577234 
12 	 0.643166 
13 	 0.649318 
14 	 0.773444 
15 	 0.727349 
16 	 0.722523 
17 	 0.722039 
18 	 0.721990 
19 	 0.657645 
20 	 0.715881 
21 	 0.779070 
22 	 0.664367 
23 	 0.651452 
24 	 0.773614 
25 	 0.836380 
26 	 0.790952 
27 	 0.729275 
28 	 0.780281 
29 	 0.785137 
30 	 0.928850 
31 	 0.615772 
32 	 0.823939 
33 	 0.789618 
34 	 0.665675 
35 	 0.651586 
36 	 0.773625 
37 	 0.506652 
38 	 0.560897 
39 	 0.707899 
40 	 0.830794 
41 	 0.599728 
42 	 0.710935 
43 	 0.656412 
44 	 0.774013 
45 	 0.727411 
46 	 0.722530 
47 	 0.584458 
48 	 0.643805 
49 	 0.574841 
50 	 0.567392 
51 	 0.820771 
52 	 0.669663 
53 	 0.577867 
54 	 0.709198 
55 	 0.720719 
56 	 0.779505 
57 	 0.728010 
58 	 0.585173 
59 	 0.479046 
60 	 0.815717 
61 	 0.732091 
62 	 0.658792 
63 	 0.715984 
64 	 0.656972 
65 	 0.826869 
66 	 0.733395 
67 	 0.723136 
68 	 0.391216 
69 	 0.949197 
70 	 0.749233 
71 	 0.724770 
72 	 0.498731 
73 	 0.468984 
74 	 0.634603 
75 	 0.648478 
76 	 0.715064 
77 	 0.721297 
78 	 0.831885 
79 	 0.599895 
80 	 0.871556 
81 	 0.845874 
82 	 0.791987 
83 	 0.838051 
84 	 0.671957 
85 	 0.876264 
86 	 0.795404 
87 	 0.729774 
88 	 0.658527 
89 	 0.715960 
90 	 0.721385 
91 	 0.721925 
92 	 0.779613 
93 	 0.785071 
94 	 0.665109 
95 	 0.651528 
96 	 0.773620 
97 	 0.784480 
98 	 0.728557 
99 	 0.658388 
100 	 0.576531 
101 	 0.643104 
102 	 0.649312 
103 	 0.575474 
104 	 0.821281 
105 	 0.598287 
106 	 0.822761 
107 	 0.732912 
108 	 0.780614 
109 	 0.664557 
110 	 0.716505 
111 	 0.657031 
112 	 0.715826 
113 	 0.721372 
114 	 0.584308 
115 	 0.709703 
116 	 0.720769 
117 	 0.657508 
118 	 0.715869 
119 	 0.721376 
120 	 0.831891 
121 	 0.671132 
122 	 0.775218 
123 	 0.727542 
124 	 0.585112 
125 	 0.568445 
126 	 0.642400 
127 	 0.574680 
128 	 0.708951 
129 	 0.582713 
130 	 0.768435 
131 	 0.783974 
132 	 0.664972 
133 	 0.651514 
134 	 0.773619 
135 	 0.663699 
136 	 0.651384 
137 	 0.487847 
138 	 0.635960 
139 	 0.713969 
140 	 0.656748 
141 	 0.774040 
142 	 0.727414 
143 	 0.658258 
144 	 0.715936 
145 	 0.583606 
146 	 0.821801 
147 	 0.789391 
148 	 0.729101 
149 	 0.585317 
150 	 0.643881 
151 	 0.714659 
152 	 0.656825 
153 	 0.774047 
154 	 0.591420 
155 	 0.769055 
156 	 0.784034 
157 	 0.728508 
158 	 0.722641 
159 	 0.498398 
160 	 0.560169 
161 	 0.820323 
162 	 0.732627 
163 	 0.880715 
164 	 0.893624 
165 	 0.679743 
166 	 0.717904 
167 	 0.831606 
168 	 0.733955 
169 	 0.780710 
170 	 0.837019 
171 	 0.671818 
172 	 0.920801 
173 	 0.614370 
174 	 0.823844 
175 	 0.789608 
176 	 0.665674 
177 	 0.651586 
178 	 0.773625 
179 	 0.727368 
180 	 0.880311 
181 	 0.795871 
182 	 0.729826 
183 	 0.722774 
184 	 0.722064 
185 	 0.879907 
186 	 0.739905 
187 	 0.723803 
188 	 0.657850 
189 	 0.919912 
190 	 0.745172 
191 	 0.724347 
